surveyid,variable,varname,description,classification,question,responses,values
cqwels_follow_sep_2021,b7bcol4,wlc_extra,childless employees are asked to shoulder a heavier workload than employees with children.,work-life balance,At my place of employment... Childless employees are asked to shoulder a heavier workload than employees with children.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_long_dec_2020,b7bcol4,wlc_extra,childless employees are asked to shoulder a heavier workload than employees with children.,work-life balance,At my place of employment... Childless employees are asked to shoulder a heavier workload than employees with children.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
aqwels_trends_nov_2021,b7bcol5,wlc_longer,childless employees are expected to work longer hours than employees with children at home.,work-life balance,At my place of employment... Childless employees are expected to work longer hours than employees with children at home.,"strongly agree, somewhat agree, somewhat disagree, strongly disagree","0, 1, 2, 3"
cqwels_follow_sep_2021,b7bcol5,wlc_longer,childless employees are expected to work longer hours than employees with children at home.,work-life balance,At my place of employment... Childless employees are expected to work longer hours than employees with children at home.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_long_dec_2020,b7bcol5,wlc_longer,childless employees are expected to work longer hours than employees with children at home.,work-life balance,At my place of employment... Childless employees are expected to work longer hours than employees with children at home.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_sep_2022,b7bcol1,wlc_unfavoured,employees who put their family or personal needs ahead of their jobs are not looked on favorably.,work-life balance,At my place of employment... Employees who put their family or personal needs ahead of their jobs are not looked on favorably.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
aqwels_trends_nov_2021,b7bcol1,wlc_unfavoured,employees who put their family or personal needs ahead of their jobs are not looked on favorably.,work-life balance,At my place of employment... Employees who put their family or personal needs ahead of their jobs are not looked on favorably.,"strongly agree, somewhat agree, somewhat disagree, strongly disagree","0, 1, 2, 3"
cqwels_long_dec_2020,b7bcol6,wlc_different,employees with children are evaluated differently than childless employees.,work-life balance,At my place of employment... Employees with children are evaluated differently than childless employees.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_trends_sep_2021,b7bcol2_c21,wlc_choose,employees have to choose between advancing in their jobs or devoting attention to their family or personal lives.,work-life balance,At my place of employment: Employees have to choose between advancing in their jobs or devoting attention to their family or personal lives.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_trends_sep_2021,b7bcol1_c21,wlc_unfavoured,employees who put their family or personal needs ahead of their jobs are not looked on favorably.,work-life balance,At my place of employment: Employees who put their family or personal needs ahead of their jobs are not looked on favorably.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_sep_2022,b7bcol2,wlc_choose,employees have to choose between advancing in their jobs or devoting attention to their family or personal lives.,work-life balance,At my workplace... Employees have to choose between advancing in their jobs or devoting attention to their family or personal lives.,"Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,h1newretired,retire_occupation,pre-retirement occupation category,job structure,"At the beginning of this survey, you reported that you stopped working at your main job because you retired. Which of the following best describes the kind of work you were doing when you stopped working at that job? Please choose the category below that is closest, even if not an exact fit.","<strong>Professional and technical</strong> (for example: doctor, teacher/education, engineer, accountant, nurse), <strong>Higher administrative</strong> (for example: banker, executive in business, high government official), <strong>Clerical</strong> (for example: secretary, clerk, office manager, civil servant, bookkeeper), <strong>Sales</strong> (for example: sales manager, shop owner, shop assistant, insurance agent, buyer), <strong>Service</strong> (for example: restaurant owner, law enforcement, waitress, barber, caretaker), <strong>Skilled worker/labourer</strong> (for example: mechanic, printer, electrician, bus driver, carpenter, baker, fac, <strong>Farm worker</strong> (for example: farm labourer, tractor driver), <strong>Farm proprietor, farm manager</strong>","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_tlc_oct_2023,h1newretired,retire_reason_new,retirement main reason,job quality,"At the beginning of this survey, you reported that you stopped working at your main job because you retired. Which of the following best describes the kind of work you were doing when you stopped working at that job? Please choose the category below that is closest, even if not an exact fit.","<strong>Professional and technical</strong> (for example: doctor, teacher/education, engineer, accountant, nurse), <strong>Higher administrative</strong> (for example: banker, executive in business, high government official), <strong>Clerical</strong> (for example: secretary, clerk, office manager, civil servant, bookkeeper), <strong>Sales</strong> (for example: sales manager, shop owner, shop assistant, insurance agent, buyer), <strong>Service</strong> (for example: restaurant owner, law enforcement, waitress, barber, caretaker), <strong>Skilled worker/labourer</strong> (for example: mechanic, printer, electrician, bus driver, carpenter, baker, fac, <strong>Farm worker</strong> (for example: farm labourer, tractor driver), <strong>Farm proprietor, farm manager</strong>","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_tlc_sep_2022,h1newretired,retire_reason_new,retirement main reason,job quality,"At the beginning of this survey, you reported that you stopped working at your main job because you retired. Which of the following best describes the kind of work you were doing when you stopped working at that job? Please choose the category below that is closest, even if not an exact fit.","<strong>Professional and technical</strong> (for example: doctor, teacher/education, engineer, accountant, nurse), <strong>Higher administrative</strong> (for example: banker, executive in business, high government official), <strong>Clerical</strong> (for example: secretary, clerk, office manager, civil servant, bookkeeper), <strong>Sales</strong> (for example: sales manager, shop owner, shop assistant, insurance agent, buyer), <strong>Service</strong> (for example: restaurant owner, law enforcement, waitress, barber, caretaker), <strong>Skilled worker/labourer</strong> (for example: mechanic, printer, electrician, bus driver, carpenter, baker, fac, <strong>Farm worker</strong> (for example: farm labourer, tractor driver), <strong>Farm proprietor, farm manager</strong>","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_apr_2021,h1newretired,retire_reason_new,retirement main reason,job quality,"At the beginning of this survey, you reported that you stopped working at your main job because you retired. Which of the following best describes the kind of work you were doing when you stopped working at that job? Please choose the category below that is closest, even if not an exact fit.","professional and technical, higher administrative, clerical, sales, service, skilled worker/labourer, farm proprietor, farm manager, something else","0, 1, 2, 3, 4, 5, 6, 7"
